tick,scenario,enabled,gini,gini_post_transfer,poverty_rate,poverty_rate_post_transfer,beneficiaries,coverage_ratio,graduated_total,fund_balance,total_transfers,total_surtax_collected,benefit_per_capita,eligibility_threshold,n_acima_180,gini_real,avg_wealth
230,4_subfinanciado,1,0.0534,0.0534,0.0,0.0,0,0.0,128,-12765.25,52992.0,40226.75,12.0,90.0,0,0.0534,168.7
231,4_subfinanciado,1,0.0534,0.0534,0.0,0.0,0,0.0,128,-12761.65,52992.0,40230.35,12.0,90.0,0,0.0534,168.8
232,4_subfinanciado,1,0.0534,0.0534,0.0,0.0,0,0.0,128,-12756.25,52992.0,40235.75,12.0,90.0,0,0.0534,168.8
233,4_subfinanciado,1,0.0533,0.0533,0.0,0.0,0,0.0,128,-12747.25,52992.0,40244.75,12.0,90.0,0,0.0533,168.8
234,4_subfinanciado,1,0.0533,0.0533,0.0,0.0,0,0.0,128,-12747.25,52992.0,40244.75,12.0,90.0,0,0.0533,168.8
235,4_subfinanciado,1,0.0533,0.0533,0.0,0.0,0,0.0,128,-12740.04,52992.0,40251.96,12.0,90.0,0,0.0533,168.8
236,4_subfinanciado,1,0.0533,0.0533,0.0,0.0,0,0.0,128,-12731.04,52992.0,40260.96,12.0,90.0,0,0.0533,168.8
237,4_subfinanciado,1,0.0533,0.0533,0.0,0.0,0,0.0,128,-12727.44,52992.0,40264.56,12.0,90.0,0,0.0533,168.8
238,4_subfinanciado,1,0.0533,0.0533,0.0,0.0,0,0.0,128,-12722.03,52992.0,40269.97,12.0,90.0,0,0.0533,168.8
239,4_subfinanciado,1,0.0533,0.0533,0.0,0.0,0,0.0,128,-12709.43,52992.0,40282.57,12.0,90.0,0,0.0533,168.8
240,4_subfinanciado,1,0.0532,0.0532,0.0,0.0,0,0.0,128,-12702.23,52992.0,40289.77,12.0,90.0,0,0.0532,168.8
241,4_subfinanciado,1,0.0533,0.0533,0.0,0.0,0,0.0,128,-12702.23,52992.0,40289.77,12.0,90.0,0,0.0533,168.8
242,4_subfinanciado,1,0.0533,0.0533,0.0,0.0,0,0.0,128,-12695.03,52992.0,40296.97,12.0,90.0,0,0.0533,168.8
243,4_subfinanciado,1,0.0532,0.0532,0.0,0.0,0,0.0,128,-12682.42,52992.0,40309.58,12.0,90.0,0,0.0532,168.8
244,4_subfinanciado,1,0.0532,0.0532,0.0,0.0,0,0.0,128,-12678.82,52992.0,40313.18,12.0,90.0,0,0.0532,168.8
245,4_subfinanciado,1,0.0532,0.0532,0.0,0.0,0,0.0,128,-12671.62,52992.0,40320.38,12.0,90.0,0,0.0532,168.8
246,4_subfinanciado,1,0.0532,0.0532,0.0,0.0,0,0.0,128,-12662.61,52992.0,40329.39,12.0,90.0,0,0.0532,168.8
247,4_subfinanciado,1,0.0532,0.0532,0.0,0.0,0,0.0,128,-12657.21,52992.0,40334.79,12.0,90.0,0,0.0532,168.8
248,4_subfinanciado,1,0.0532,0.0532,0.0,0.0,0,0.0,128,-12651.81,52992.0,40340.19,12.0,90.0,0,0.0532,168.8
249,4_subfinanciado,1,0.0532,0.0532,0.0,0.0,0,0.0,128,-12650.01,52992.0,40341.99,12.0,90.0,0,0.0532,168.8
250,4_subfinanciado,1,0.0532,0.0532,0.0,0.0,0,0.0,128,-12642.81,52992.0,40349.19,12.0,90.0,0,0.0532,168.8
251,4_subfinanciado,1,0.0531,0.0531,0.0,0.0,0,0.0,128,-12630.2,52992.0,40361.8,12.0,90.0,0,0.0531,168.8
252,4_subfinanciado,1,0.0531,0.0531,0.0,0.0,0,0.0,128,-12626.6,52992.0,40365.4,12.0,90.0,0,0.0531,168.8
253,4_subfinanciado,1,0.0531,0.0531,0.0,0.0,0,0.0,128,-12623.0,52992.0,40369.0,12.0,90.0,0,0.0531,168.8
254,4_subfinanciado,1,0.0531,0.0531,0.0,0.0,0,0.0,128,-12615.8,52992.0,40376.2,12.0,90.0,0,0.0531,168.8
255,4_subfinanciado,1,0.0531,0.0531,0.0,0.0,0,0.0,128,-12603.19,52992.0,40388.81,12.0,90.0,0,0.0531,168.8
256,4_subfinanciado,1,0.0531,0.0531,0.0,0.0,0,0.0,128,-12603.19,52992.0,40388.81,12.0,90.0,0,0.0531,168.8
257,4_subfinanciado,1,0.0531,0.0531,0.0,0.0,0,0.0,128,-12595.99,52992.0,40396.01,12.0,90.0,0,0.0531,168.8
258,4_subfinanciado,1,0.0531,0.0531,0.0,0.0,0,0.0,128,-12588.79,52992.0,40403.21,12.0,90.0,0,0.0531,168.8
259,4_subfinanciado,1,0.0531,0.0531,0.0,0.0,0,0.0,128,-12579.79,52992.0,40412.21,12.0,90.0,0,0.0531,168.8
260,4_subfinanciado,1,0.0531,0.0531,0.0,0.0,0,0.0,128,-12574.38,52992.0,40417.62,12.0,90.0,0,0.0531,168.8
261,4_subfinanciado,1,0.053,0.053,0.0,0.0,0,0.0,128,-12563.58,52992.0,40428.42,12.0,90.0,0,0.053,168.8
262,4_subfinanciado,1,0.053,0.053,0.0,0.0,0,0.0,128,-12558.18,52992.0,40433.82,12.0,90.0,0,0.053,168.8
263,4_subfinanciado,1,0.053,0.053,0.0,0.0,0,0.0,128,-12552.77,52992.0,40439.23,12.0,90.0,0,0.053,168.8
264,4_subfinanciado,1,0.053,0.053,0.0,0.0,0,0.0,128,-12549.17,52992.0,40442.83,12.0,90.0,0,0.053,168.8
265,4_subfinanciado,1,0.053,0.053,0.0,0.0,0,0.0,128,-12541.97,52992.0,40450.03,12.0,90.0,0,0.053,168.8
266,4_subfinanciado,1,0.053,0.053,0.0,0.0,0,0.0,128,-12536.57,52992.0,40455.43,12.0,90.0,0,0.053,168.9
267,4_subfinanciado,1,0.0529,0.0529,0.0,0.0,0,0.0,128,-12525.77,52992.0,40466.23,12.0,90.0,0,0.0529,168.8
268,4_subfinanciado,1,0.053,0.053,0.0,0.0,0,0.0,128,-12523.97,52992.0,40468.03,12.0,90.0,0,0.053,168.9
269,4_subfinanciado,1,0.053,0.053,0.0,0.0,0,0.0,128,-12518.56,52992.0,40473.44,12.0,90.0,0,0.053,168.9
270,4_subfinanciado,1,0.053,0.053,0.0,0.0,0,0.0,128,-12511.36,52992.0,40480.64,12.0,90.0,0,0.053,168.9
271,4_subfinanciado,1,0.0529,0.0529,0.0,0.0,0,0.0,128,-12502.36,52992.0,40489.64,12.0,90.0,0,0.0529,168.9
272,4_subfinanciado,1,0.0529,0.0529,0.0,0.0,0,0.0,128,-12498.76,52992.0,40493.24,12.0,90.0,0,0.0529,168.9
273,4_subfinanciado,1,0.0529,0.0529,0.0,0.0,0,0.0,128,-12491.55,52992.0,40500.45,12.0,90.0,0,0.0529,168.9
274,4_subfinanciado,1,0.0529,0.0529,0.0,0.0,0,0.0,128,-12482.55,52992.0,40509.45,12.0,90.0,0,0.0529,168.9
275,4_subfinanciado,1,0.0529,0.0529,0.0,0.0,0,0.0,128,-12475.35,52992.0,40516.65,12.0,90.0,0,0.0529,168.9
276,4_subfinanciado,1,0.0529,0.0529,0.0,0.0,0,0.0,128,-12469.95,52992.0,40522.05,12.0,90.0,0,0.0529,168.9
277,4_subfinanciado,1,0.0529,0.0529,0.0,0.0,0,0.0,128,-12460.94,52992.0,40531.06,12.0,90.0,0,0.0529,168.9
278,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12453.74,52992.0,40538.26,12.0,90.0,0,0.0528,168.9
279,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12448.34,52992.0,40543.66,12.0,90.0,0,0.0528,168.9
280,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12442.94,52992.0,40549.06,12.0,90.0,0,0.0528,168.9
281,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12435.73,52992.0,40556.27,12.0,90.0,0,0.0528,168.9
282,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12426.73,52992.0,40565.27,12.0,90.0,0,0.0528,168.9
283,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12423.13,52992.0,40568.87,12.0,90.0,0,0.0528,168.9
284,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12419.53,52992.0,40572.47,12.0,90.0,0,0.0528,168.9
285,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12408.73,52992.0,40583.27,12.0,90.0,0,0.0528,168.9
286,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12403.32,52992.0,40588.68,12.0,90.0,0,0.0528,168.9
287,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12396.12,52992.0,40595.88,12.0,90.0,0,0.0528,168.9
288,4_subfinanciado,1,0.0528,0.0528,0.0,0.0,0,0.0,128,-12390.72,52992.0,40601.28,12.0,90.0,0,0.0528,168.9
289,4_subfinanciado,1,0.0527,0.0527,0.0,0.0,0,0.0,128,-12383.52,52992.0,40608.48,12.0,90.0,0,0.0527,168.9
290,4_subfinanciado,1,0.0527,0.0527,0.0,0.0,0,0.0,128,-12372.71,52992.0,40619.29,12.0,90.0,0,0.0527,168.9
291,4_subfinanciado,1,0.0527,0.0527,0.0,0.0,0,0.0,128,-12365.51,52992.0,40626.49,12.0,90.0,0,0.0527,168.9
292,4_subfinanciado,1,0.0527,0.0527,0.0,0.0,0,0.0,128,-12358.31,52992.0,40633.69,12.0,90.0,0,0.0527,168.9
293,4_subfinanciado,1,0.0527,0.0527,0.0,0.0,0,0.0,128,-12356.51,52992.0,40635.49,12.0,90.0,0,0.0527,168.9
294,4_subfinanciado,1,0.0527,0.0527,0.0,0.0,0,0.0,128,-12347.51,52992.0,40644.49,12.0,90.0,0,0.0527,168.9
295,4_subfinanciado,1,0.0527,0.0527,0.0,0.0,0,0.0,128,-12342.1,52992.0,40649.9,12.0,90.0,0,0.0527,168.9
296,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12334.9,52992.0,40657.1,12.0,90.0,0,0.0526,168.9
297,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12327.7,52992.0,40664.3,12.0,90.0,0,0.0526,168.9
298,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12324.1,52992.0,40667.9,12.0,90.0,0,0.0526,168.9
299,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12324.1,52992.0,40667.9,12.0,90.0,0,0.0526,169.0
300,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12309.69,52992.0,40682.31,12.0,90.0,0,0.0526,168.9
301,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12306.09,52992.0,40685.91,12.0,90.0,0,0.0526,169.0
302,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12298.89,52992.0,40693.11,12.0,90.0,0,0.0526,169.0
303,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12293.48,52992.0,40698.52,12.0,90.0,0,0.0526,169.0
304,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12282.68,52992.0,40709.32,12.0,90.0,0,0.0526,168.9
305,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12275.48,52992.0,40716.52,12.0,90.0,0,0.0526,168.9
306,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12264.68,52992.0,40727.32,12.0,90.0,0,0.0526,168.9
307,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12262.88,52992.0,40729.12,12.0,90.0,0,0.0526,168.9
308,4_subfinanciado,1,0.0526,0.0526,0.0,0.0,0,0.0,128,-12252.07,52992.0,40739.93,12.0,90.0,0,0.0526,168.9
309,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12246.67,52992.0,40745.33,12.0,90.0,0,0.0525,168.9
310,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12237.67,52992.0,40754.33,12.0,90.0,0,0.0525,168.9
311,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12230.46,52992.0,40761.54,12.0,90.0,0,0.0525,168.9
312,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12226.86,52992.0,40765.14,12.0,90.0,0,0.0525,168.9
313,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12223.26,52992.0,40768.74,12.0,90.0,0,0.0525,169.0
314,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12216.06,52992.0,40775.94,12.0,90.0,0,0.0525,169.0
315,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12208.85,52992.0,40783.15,12.0,90.0,0,0.0525,169.0
316,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12203.45,52992.0,40788.55,12.0,90.0,0,0.0525,169.0
317,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12194.45,52992.0,40797.55,12.0,90.0,0,0.0525,169.0
318,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12187.25,52992.0,40804.75,12.0,90.0,0,0.0525,169.0
319,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12181.85,52992.0,40810.15,12.0,90.0,0,0.0525,169.0
320,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12174.64,52992.0,40817.36,12.0,90.0,0,0.0525,169.0
321,4_subfinanciado,1,0.0525,0.0525,0.0,0.0,0,0.0,128,-12165.64,52992.0,40826.36,12.0,90.0,0,0.0525,169.0
322,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12156.64,52992.0,40835.36,12.0,90.0,0,0.0524,169.0
323,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12149.43,52992.0,40842.57,12.0,90.0,0,0.0524,169.0
324,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12140.43,52992.0,40851.57,12.0,90.0,0,0.0524,169.0
325,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12131.43,52992.0,40860.57,12.0,90.0,0,0.0524,168.9
326,4_subfinanciado,1,0.0523,0.0523,0.0,0.0,0,0.0,128,-12126.02,52992.0,40865.98,12.0,90.0,0,0.0523,169.0
327,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12124.22,52992.0,40867.78,12.0,90.0,0,0.0524,169.0
328,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12120.62,52992.0,40871.38,12.0,90.0,0,0.0524,169.0
329,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12113.42,52992.0,40878.58,12.0,90.0,0,0.0524,169.0
330,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12102.62,52992.0,40889.38,12.0,90.0,0,0.0524,169.0
331,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12099.02,52992.0,40892.98,12.0,90.0,0,0.0524,169.0
332,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12090.01,52992.0,40901.99,12.0,90.0,0,0.0524,169.0
333,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12084.61,52992.0,40907.39,12.0,90.0,0,0.0524,169.0
334,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12079.21,52992.0,40912.79,12.0,90.0,0,0.0524,169.0
335,4_subfinanciado,1,0.0524,0.0524,0.0,0.0,0,0.0,128,-12070.21,52992.0,40921.79,12.0,90.0,0,0.0524,169.0
336,4_subfinanciado,1,0.0523,0.0523,0.0,0.0,0,0.0,128,-12055.8,52992.0,40936.2,12.0,90.0,0,0.0523,169.0
337,4_subfinanciado,1,0.0523,0.0523,0.0,0.0,0,0.0,128,-12050.4,52992.0,40941.6,12.0,90.0,0,0.0523,169.0
338,4_subfinanciado,1,0.0523,0.0523,0.0,0.0,0,0.0,128,-12039.59,52992.0,40952.41,12.0,90.0,0,0.0523,169.0
339,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-12032.39,52992.0,40959.61,12.0,90.0,0,0.0522,169.0
340,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-12026.99,52992.0,40965.01,12.0,90.0,0,0.0522,169.0
341,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-12025.19,52992.0,40966.81,12.0,90.0,0,0.0522,169.0
342,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-12019.79,52992.0,40972.21,12.0,90.0,0,0.0522,169.0
343,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-12012.59,52992.0,40979.41,12.0,90.0,0,0.0522,169.0
344,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-12005.38,52992.0,40986.62,12.0,90.0,0,0.0522,169.0
345,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-11999.98,52992.0,40992.02,12.0,90.0,0,0.0522,169.0
346,4_subfinanciado,1,0.0523,0.0523,0.0,0.0,0,0.0,128,-11996.38,52992.0,40995.62,12.0,90.0,0,0.0523,169.0
347,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-11987.38,52992.0,41004.62,12.0,90.0,0,0.0522,169.0
348,4_subfinanciado,1,0.0523,0.0523,0.0,0.0,0,0.0,128,-11983.77,52992.0,41008.23,12.0,90.0,0,0.0523,169.1
349,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-11969.37,52992.0,41022.63,12.0,90.0,0,0.0522,169.0
350,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-11962.17,52992.0,41029.83,12.0,90.0,0,0.0522,169.0
351,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-11949.56,52992.0,41042.44,12.0,90.0,0,0.0522,169.0
352,4_subfinanciado,1,0.0522,0.0522,0.0,0.0,0,0.0,128,-11942.36,52992.0,41049.64,12.0,90.0,0,0.0522,169.0
353,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11931.56,52992.0,41060.44,12.0,90.0,0,0.0521,169.0
354,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11929.76,52992.0,41062.24,12.0,90.0,0,0.0521,169.0
355,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11924.36,52992.0,41067.64,12.0,90.0,0,0.0521,169.0
356,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11922.56,52992.0,41069.44,12.0,90.0,0,0.0521,169.0
357,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11918.95,52992.0,41073.05,12.0,90.0,0,0.0521,169.1
358,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11904.55,52992.0,41087.45,12.0,90.0,0,0.0521,169.0
359,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11902.75,52992.0,41089.25,12.0,90.0,0,0.0521,169.1
360,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11900.95,52992.0,41091.05,12.0,90.0,0,0.0521,169.1
361,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11891.94,52992.0,41100.06,12.0,90.0,0,0.0521,169.1
362,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11882.94,52992.0,41109.06,12.0,90.0,0,0.0521,169.1
363,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11879.34,52992.0,41112.66,12.0,90.0,0,0.0521,169.1
364,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11868.54,52992.0,41123.46,12.0,90.0,0,0.0521,169.1
365,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11855.93,52992.0,41136.07,12.0,90.0,0,0.0521,169.0
366,4_subfinanciado,1,0.0521,0.0521,0.0,0.0,0,0.0,128,-11848.73,52992.0,41143.27,12.0,90.0,0,0.0521,169.0
367,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11837.93,52992.0,41154.07,12.0,90.0,0,0.052,169.0
368,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11830.72,52992.0,41161.28,12.0,90.0,0,0.052,169.0
369,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11825.32,52992.0,41166.68,12.0,90.0,0,0.052,169.0
370,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11823.52,52992.0,41168.48,12.0,90.0,0,0.052,169.0
371,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11819.92,52992.0,41172.08,12.0,90.0,0,0.052,169.1
372,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11816.32,52992.0,41175.68,12.0,90.0,0,0.052,169.1
373,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11807.32,52992.0,41184.68,12.0,90.0,0,0.052,169.1
374,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11803.71,52992.0,41188.29,12.0,90.0,0,0.052,169.1
375,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11798.31,52992.0,41193.69,12.0,90.0,0,0.052,169.1
376,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11798.31,52992.0,41193.69,12.0,90.0,0,0.052,169.1
377,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11780.3,52992.0,41211.7,12.0,90.0,0,0.052,169.1
378,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11776.7,52992.0,41215.3,12.0,90.0,0,0.052,169.1
379,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11760.5,52992.0,41231.5,12.0,90.0,0,0.052,169.1
380,4_subfinanciado,1,0.052,0.052,0.0,0.0,0,0.0,128,-11753.29,52992.0,41238.71,12.0,90.0,0,0.052,169.1
381,4_subfinanciado,1,0.0519,0.0519,0.0,0.0,0,0.0,128,-11742.49,52992.0,41249.51,12.0,90.0,0,0.0519,169.0
382,4_subfinanciado,1,0.0519,0.0519,0.0,0.0,0,0.0,128,-11733.49,52992.0,41258.51,12.0,90.0,0,0.0519,169.0
383,4_subfinanciado,1,0.0518,0.0518,0.0,0.0,0,0.0,128,-11726.28,52992.0,41265.72,12.0,90.0,0,0.0518,169.0
384,4_subfinanciado,1,0.0518,0.0518,0.0,0.0,0,0.0,128,-11724.48,52992.0,41267.52,12.0,90.0,0,0.0518,169.1
385,4_subfinanciado,1,0.0518,0.0518,0.0,0.0,0,0.0,128,-11719.08,52992.0,41272.92,12.0,90.0,0,0.0518,169.1
386,4_subfinanciado,1,0.0518,0.0518,0.0,0.0,0,0.0,128,-11717.28,52992.0,41274.72,12.0,90.0,0,0.0518,169.1
387,4_subfinanciado,1,0.0518,0.0518,0.0,0.0,0,0.0,128,-11710.08,52992.0,41281.92,12.0,90.0,0,0.0518,169.1
388,4_subfinanciado,1,0.0519,0.0519,0.0,0.0,0,0.0,128,-11706.48,52992.0,41285.52,12.0,90.0,0,0.0519,169.1
389,4_subfinanciado,1,0.0519,0.0519,0.0,0.0,0,0.0,128,-11699.27,52992.0,41292.73,12.0,90.0,0,0.0519,169.1
390,4_subfinanciado,1,0.0519,0.0519,0.0,0.0,0,0.0,128,-11695.67,52992.0,41296.33,12.0,90.0,0,0.0519,169.1
391,4_subfinanciado,1,0.0519,0.0519,0.0,0.0,0,0.0,128,-11688.47,52992.0,41303.53,12.0,90.0,0,0.0519,169.1
392,4_subfinanciado,1,0.0519,0.0519,0.0,0.0,0,0.0,128,-11677.67,52992.0,41314.33,12.0,90.0,0,0.0519,169.1
393,4_subfinanciado,1,0.0519,0.0519,0.0,0.0,0,0.0,128,-11663.26,52992.0,41328.74,12.0,90.0,0,0.0519,169.1
394,4_subfinanciado,1,0.0519,0.0519,0.0,0.0,0,0.0,128,-11656.06,52992.0,41335.94,12.0,90.0,0,0.0519,169.1
395,4_subfinanciado,1,0.0518,0.0518,0.0,0.0,0,0.0,128,-11641.65,52992.0,41350.35,12.0,90.0,0,0.0518,169.1
396,4_subfinanciado,1,0.0518,0.0518,0.0,0.0,0,0.0,128,-11634.45,52992.0,41357.55,12.0,90.0,0,0.0518,169.1
397,4_subfinanciado,1,0.0517,0.0517,0.0,0.0,0,0.0,128,-11625.45,52992.0,41366.55,12.0,90.0,0,0.0517,169.1
398,4_subfinanciado,1,0.0517,0.0517,0.0,0.0,0,0.0,128,-11623.65,52992.0,41368.35,12.0,90.0,0,0.0517,169.1
399,4_subfinanciado,1,0.0517,0.0517,0.0,0.0,0,0.0,128,-11621.85,52992.0,41370.15,12.0,90.0,0,0.0517,169.1
400,4_subfinanciado,1,0.0517,0.0517,0.0,0.0,0,0.0,128,-11614.64,52992.0,41377.36,12.0,90.0,0,0.0517,169.1
401,4_subfinanciado,1,0.0517,0.0517,0.0,0.0,0,0.0,128,-11609.24,52992.0,41382.76,12.0,90.0,0,0.0517,169.1
402,4_subfinanciado,1,0.0517,0.0517,0.0,0.0,0,0.0,128,-11603.84,52992.0,41388.16,12.0,90.0,0,0.0517,169.1
403,4_subfinanciado,1,0.0517,0.0517,0.0,0.0,0,0.0,128,-11598.44,52992.0,41393.56,12.0,90.0,0,0.0517,169.2
404,4_subfinanciado,1,0.0518,0.0518,0.0,0.0,0,0.0,128,-11594.84,52992.0,41397.16,12.0,90.0,0,0.0518,169.2
405,4_subfinanciado,1,0.0518,0.0518,0.0,0.0,0,0.0,128,-11585.83,52992.0,41406.17,12.0,90.0,0,0.0518,169.2
406,4_subfinanciado,1,0.0518,0.0518,0.0,0.0,0,0.0,128,-11571.43,52992.0,41420.57,12.0,90.0,0,0.0518,169.1
407,4_subfinanciado,1,0.0517,0.0517,0.0,0.0,0,0.0,128,-11560.62,52992.0,41431.38,12.0,90.0,0,0.0517,169.1
408,4_subfinanciado,1,0.0517,0.0517,0.0,0.0,0,0.0,128,-11551.62,52992.0,41440.38,12.0,90.0,0,0.0517,169.1
409,4_subfinanciado,1,0.0517,0.0517,0.0,0.0,0,0.0,128,-11537.21,52992.0,41454.79,12.0,90.0,0,0.0517,169.1
410,4_subfinanciado,1,0.0516,0.0516,0.0,0.0,0,0.0,128,-11530.01,52992.0,41461.99,12.0,90.0,0,0.0516,169.1
411,4_subfinanciado,1,0.0516,0.0516,0.0,0.0,0,0.0,128,-11524.61,52992.0,41467.39,12.0,90.0,0,0.0516,169.1
412,4_subfinanciado,1,0.0516,0.0516,0.0,0.0,0,0.0,128,-11522.81,52992.0,41469.19,12.0,90.0,0,0.0516,169.1
413,4_subfinanciado,1,0.0516,0.0516,0.0,0.0,0,0.0,128,-11517.41,52992.0,41474.59,12.0,90.0,0,0.0516,169.1
414,4_subfinanciado,1,0.0516,0.0516,0.0,0.0,0,0.0,128,-11512.0,52992.0,41480.0,12.0,90.0,0,0.0516,169.2
415,4_subfinanciado,1,0.0516,0.0516,0.0,0.0,0,0.0,128,-11503.0,52992.0,41489.0,12.0,90.0,0,0.0516,169.2
416,4_subfinanciado,1,0.0516,0.0516,0.0,0.0,0,0.0,128,-11497.6,52992.0,41494.4,12.0,90.0,0,0.0516,169.2
417,4_subfinanciado,1,0.0516,0.0516,0.0,0.0,0,0.0,128,-11494.0,52992.0,41498.0,12.0,90.0,0,0.0516,169.2
