tick,scenario,enabled,gini,gini_post_transfer,poverty_rate,poverty_rate_post_transfer,beneficiaries,coverage_ratio,graduated_total,fund_balance,total_transfers,total_surtax_collected,benefit_per_capita,eligibility_threshold
413,2_padrao,1,0.065,0.065,0.0,0.0,0,0.0,128,-10553.84,52992.0,42438.16,12.0,90.0
414,2_padrao,1,0.065,0.065,0.0,0.0,0,0.0,128,-10553.84,52992.0,42438.16,12.0,90.0
415,2_padrao,1,0.065,0.065,0.0,0.0,0,0.0,128,-10526.83,52992.0,42465.17,12.0,90.0
416,2_padrao,1,0.065,0.065,0.0,0.0,0,0.0,128,-10517.83,52992.0,42474.17,12.0,90.0
417,2_padrao,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10499.82,52992.0,42492.18,12.0,90.0
418,2_padrao,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10490.82,52992.0,42501.18,12.0,90.0
419,2_padrao,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10490.82,52992.0,42501.18,12.0,90.0
420,2_padrao,1,0.0649,0.0649,0.0,0.0,0,0.0,128,-10472.81,52992.0,42519.19,12.0,90.0
421,2_padrao,1,0.0648,0.0648,0.0,0.0,0,0.0,128,-10454.8,52992.0,42537.2,12.0,90.0
422,2_padrao,1,0.0648,0.0648,0.0,0.0,0,0.0,128,-10445.8,52992.0,42546.2,12.0,90.0
423,2_padrao,1,0.0648,0.0648,0.0,0.0,0,0.0,128,-10445.8,52992.0,42546.2,12.0,90.0
424,2_padrao,1,0.0647,0.0647,0.0,0.0,0,0.0,128,-10418.79,52992.0,42573.21,12.0,90.0
425,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10400.78,52992.0,42591.22,12.0,90.0
426,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-10391.78,52992.0,42600.22,12.0,90.0
427,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-10391.78,52992.0,42600.22,12.0,90.0
428,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-10391.78,52992.0,42600.22,12.0,90.0
429,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-10382.77,52992.0,42609.23,12.0,90.0
430,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-10373.77,52992.0,42618.23,12.0,90.0
431,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-10373.77,52992.0,42618.23,12.0,90.0
432,2_padrao,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-10364.77,52992.0,42627.23,12.0,90.0
433,2_padrao,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-10364.77,52992.0,42627.23,12.0,90.0
434,2_padrao,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-10364.77,52992.0,42627.23,12.0,90.0
435,2_padrao,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-10355.76,52992.0,42636.24,12.0,90.0
436,2_padrao,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-10337.75,52992.0,42654.25,12.0,90.0
437,2_padrao,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-10319.74,52992.0,42672.26,12.0,90.0
438,2_padrao,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-10301.74,52992.0,42690.26,12.0,90.0
439,2_padrao,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-10301.74,52992.0,42690.26,12.0,90.0
440,2_padrao,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-10301.74,52992.0,42690.26,12.0,90.0
441,2_padrao,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-10301.74,52992.0,42690.26,12.0,90.0
442,2_padrao,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-10292.73,52992.0,42699.27,12.0,90.0
443,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10292.73,52992.0,42699.27,12.0,90.0
444,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10292.73,52992.0,42699.27,12.0,90.0
445,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10292.73,52992.0,42699.27,12.0,90.0
446,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10292.73,52992.0,42699.27,12.0,90.0
447,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10292.73,52992.0,42699.27,12.0,90.0
448,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10283.73,52992.0,42708.27,12.0,90.0
449,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10283.73,52992.0,42708.27,12.0,90.0
450,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
451,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
452,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
453,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
454,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
455,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
456,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
457,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
458,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
459,2_padrao,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
460,2_padrao,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-10274.72,52992.0,42717.28,12.0,90.0
461,2_padrao,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-10265.72,52992.0,42726.28,12.0,90.0
462,2_padrao,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-10265.72,52992.0,42726.28,12.0,90.0
463,2_padrao,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-10256.72,52992.0,42735.28,12.0,90.0
464,2_padrao,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-10256.72,52992.0,42735.28,12.0,90.0
465,2_padrao,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-10229.71,52992.0,42762.29,12.0,90.0
466,2_padrao,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-10229.71,52992.0,42762.29,12.0,90.0
467,2_padrao,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-10220.7,52992.0,42771.3,12.0,90.0
468,2_padrao,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-10220.7,52992.0,42771.3,12.0,90.0
469,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-10202.7,52992.0,42789.3,12.0,90.0
470,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-10193.7,52992.0,42798.3,12.0,90.0
471,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10166.69,52992.0,42825.31,12.0,90.0
472,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10157.69,52992.0,42834.31,12.0,90.0
473,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10139.69,52992.0,42852.31,12.0,90.0
474,2_padrao,1,0.0647,0.0647,0.0,0.0,0,0.0,128,-10121.68,52992.0,42870.32,12.0,90.0
475,2_padrao,1,0.0647,0.0647,0.0,0.0,0,0.0,128,-10103.68,52992.0,42888.32,12.0,90.0
476,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10067.66,52992.0,42924.34,12.0,90.0
477,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10067.66,52992.0,42924.34,12.0,90.0
478,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10040.65,52992.0,42951.35,12.0,90.0
479,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10040.65,52992.0,42951.35,12.0,90.0
480,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10031.64,52992.0,42960.36,12.0,90.0
481,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10031.64,52992.0,42960.36,12.0,90.0
482,2_padrao,1,0.0646,0.0646,0.0,0.0,0,0.0,128,-10013.64,52992.0,42978.36,12.0,90.0
483,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9986.63,52992.0,43005.37,12.0,90.0
484,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9986.63,52992.0,43005.37,12.0,90.0
485,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9977.62,52992.0,43014.38,12.0,90.0
486,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9977.62,52992.0,43014.38,12.0,90.0
487,2_padrao,1,0.0645,0.0645,0.0,0.0,0,0.0,128,-9959.62,52992.0,43032.38,12.0,90.0
488,2_padrao,1,0.0644,0.0644,0.0,0.0,0,0.0,128,-9932.6,52992.0,43059.4,12.0,90.0
489,2_padrao,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9923.6,52992.0,43068.4,12.0,90.0
490,2_padrao,1,0.0643,0.0643,0.0,0.0,0,0.0,128,-9923.6,52992.0,43068.4,12.0,90.0
491,2_padrao,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-9896.58,52992.0,43095.42,12.0,90.0
492,2_padrao,1,0.0642,0.0642,0.0,0.0,0,0.0,128,-9887.58,52992.0,43104.42,12.0,90.0
493,2_padrao,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9869.57,52992.0,43122.43,12.0,90.0
494,2_padrao,1,0.0641,0.0641,0.0,0.0,0,0.0,128,-9869.57,52992.0,43122.43,12.0,90.0
495,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-9860.57,52992.0,43131.43,12.0,90.0
496,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-9860.57,52992.0,43131.43,12.0,90.0
497,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-9860.57,52992.0,43131.43,12.0,90.0
498,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-9860.57,52992.0,43131.43,12.0,90.0
499,2_padrao,1,0.064,0.064,0.0,0.0,0,0.0,128,-9851.56,52992.0,43140.44,12.0,90.0
