tick,scenario,enabled,gini,gini_post_transfer,poverty_rate,poverty_rate_post_transfer,beneficiaries,coverage_ratio,graduated_total,fund_balance,total_transfers,total_surtax_collected,benefit_per_capita,eligibility_threshold,n_acima_180,gini_real,avg_wealth
250,5b_capital_return_1pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,3779.54,52992.0,56771.54,12.0,90.0,1,0.0638,171.1
251,5b_capital_return_1pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,3789.19,52992.0,56781.19,12.0,90.0,1,0.0638,171.1
252,5b_capital_return_1pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,3800.63,52992.0,56792.63,12.0,90.0,1,0.0638,171.1
253,5b_capital_return_1pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,3815.68,52992.0,56807.68,12.0,90.0,1,0.0638,171.1
254,5b_capital_return_1pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,3827.13,52992.0,56819.13,12.0,90.0,1,0.0638,171.1
255,5b_capital_return_1pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,3838.58,52992.0,56830.58,12.0,90.0,1,0.0638,171.1
256,5b_capital_return_1pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,3848.22,52992.0,56840.22,12.0,90.0,1,0.0638,171.1
257,5b_capital_return_1pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,3861.47,52992.0,56853.47,12.0,90.0,1,0.0638,171.1
258,5b_capital_return_1pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,3869.32,52992.0,56861.32,12.0,90.0,1,0.0638,171.1
259,5b_capital_return_1pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,3875.37,52992.0,56867.37,12.0,90.0,1,0.0638,171.2
260,5b_capital_return_1pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,3890.42,52992.0,56882.42,12.0,90.0,1,0.0638,171.2
261,5b_capital_return_1pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,3903.68,52992.0,56895.68,12.0,90.0,1,0.0638,171.2
262,5b_capital_return_1pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,3920.53,52992.0,56912.53,12.0,90.0,1,0.0638,171.1
263,5b_capital_return_1pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,3933.78,52992.0,56925.78,12.0,90.0,1,0.0638,171.1
264,5b_capital_return_1pct,1,0.0636,0.0636,0.0,0.0,0,0.0,128,3954.24,52992.0,56946.24,12.0,90.0,1,0.0637,171.1
265,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,3967.5,52992.0,56959.5,12.0,90.0,1,0.0637,171.1
266,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,3977.15,52992.0,56969.15,12.0,90.0,1,0.0637,171.1
267,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,3988.61,52992.0,56980.61,12.0,90.0,1,0.0637,171.1
268,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4000.06,52992.0,56992.06,12.0,90.0,1,0.0637,171.1
269,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4015.12,52992.0,57007.12,12.0,90.0,1,0.0636,171.1
270,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4026.58,52992.0,57018.58,12.0,90.0,1,0.0636,171.1
271,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4038.03,52992.0,57030.03,12.0,90.0,1,0.0636,171.1
272,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4049.49,52992.0,57041.49,12.0,90.0,1,0.0636,171.1
273,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4057.35,52992.0,57049.35,12.0,90.0,1,0.0636,171.2
274,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4063.41,52992.0,57055.41,12.0,90.0,1,0.0637,171.2
275,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4080.27,52992.0,57072.27,12.0,90.0,1,0.0637,171.2
276,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4089.93,52992.0,57081.93,12.0,90.0,1,0.0637,171.2
277,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4108.59,52992.0,57100.59,12.0,90.0,1,0.0637,171.2
278,5b_capital_return_1pct,1,0.0635,0.0635,0.0,0.0,0,0.0,128,4120.05,52992.0,57112.05,12.0,90.0,1,0.0637,171.2
279,5b_capital_return_1pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,4140.52,52992.0,57132.52,12.0,90.0,1,0.0636,171.2
280,5b_capital_return_1pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,4155.58,52992.0,57147.58,12.0,90.0,1,0.0636,171.1
281,5b_capital_return_1pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,4167.04,52992.0,57159.04,12.0,90.0,1,0.0635,171.2
282,5b_capital_return_1pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,4176.71,52992.0,57168.71,12.0,90.0,1,0.0635,171.2
283,5b_capital_return_1pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,4186.37,52992.0,57178.37,12.0,90.0,1,0.0635,171.2
284,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4205.04,52992.0,57197.04,12.0,90.0,1,0.0635,171.2
285,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4212.9,52992.0,57204.9,12.0,90.0,1,0.0635,171.2
286,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4226.17,52992.0,57218.17,12.0,90.0,1,0.0635,171.2
287,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4239.44,52992.0,57231.44,12.0,90.0,1,0.0635,171.2
288,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4245.5,52992.0,57237.5,12.0,90.0,1,0.0635,171.2
289,5b_capital_return_1pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,4253.37,52992.0,57245.37,12.0,90.0,1,0.0635,171.3
290,5b_capital_return_1pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,4266.64,52992.0,57258.64,12.0,90.0,1,0.0636,171.3
291,5b_capital_return_1pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,4279.91,52992.0,57271.91,12.0,90.0,1,0.0636,171.2
292,5b_capital_return_1pct,1,0.0634,0.0634,0.0,0.0,0,0.0,128,4298.58,52992.0,57290.58,12.0,90.0,1,0.0635,171.2
293,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4315.46,52992.0,57307.46,12.0,90.0,1,0.0635,171.2
294,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4325.13,52992.0,57317.13,12.0,90.0,1,0.0635,171.2
295,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4342.0,52992.0,57334.0,12.0,90.0,1,0.0634,171.2
296,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4355.27,52992.0,57347.27,12.0,90.0,1,0.0634,171.2
297,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4364.94,52992.0,57356.94,12.0,90.0,1,0.0634,171.2
298,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4374.62,52992.0,57366.62,12.0,90.0,1,0.0634,171.2
299,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4391.5,52992.0,57383.5,12.0,90.0,1,0.0634,171.2
300,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4401.17,52992.0,57393.17,12.0,90.0,1,0.0634,171.2
301,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4414.45,52992.0,57406.45,12.0,90.0,1,0.0634,171.2
302,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4427.72,52992.0,57419.72,12.0,90.0,1,0.0634,171.2
303,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4433.8,52992.0,57425.8,12.0,90.0,1,0.0634,171.3
304,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4443.47,52992.0,57435.47,12.0,90.0,1,0.0634,171.3
305,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4456.75,52992.0,57448.75,12.0,90.0,1,0.0634,171.3
306,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4468.23,52992.0,57460.23,12.0,90.0,1,0.0635,171.3
307,5b_capital_return_1pct,1,0.0633,0.0633,0.0,0.0,0,0.0,128,4485.11,52992.0,57477.11,12.0,90.0,1,0.0634,171.3
308,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4505.6,52992.0,57497.6,12.0,90.0,1,0.0634,171.2
309,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4517.08,52992.0,57509.08,12.0,90.0,1,0.0634,171.2
310,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4533.96,52992.0,57525.96,12.0,90.0,1,0.0633,171.2
311,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4543.64,52992.0,57535.64,12.0,90.0,1,0.0633,171.2
312,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4558.72,52992.0,57550.72,12.0,90.0,1,0.0633,171.2
313,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4573.81,52992.0,57565.81,12.0,90.0,1,0.0633,171.2
314,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4581.69,52992.0,57573.69,12.0,90.0,1,0.0633,171.3
315,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4593.18,52992.0,57585.18,12.0,90.0,1,0.0633,171.3
316,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4604.66,52992.0,57596.66,12.0,90.0,1,0.0633,171.3
317,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4617.95,52992.0,57609.95,12.0,90.0,1,0.0633,171.3
318,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4625.83,52992.0,57617.83,12.0,90.0,1,0.0633,171.3
319,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4639.12,52992.0,57631.12,12.0,90.0,1,0.0633,171.3
320,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4650.6,52992.0,57642.6,12.0,90.0,1,0.0633,171.3
321,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4663.89,52992.0,57655.89,12.0,90.0,1,0.0633,171.3
322,5b_capital_return_1pct,1,0.0632,0.0632,0.0,0.0,0,0.0,128,4678.98,52992.0,57670.98,12.0,90.0,1,0.0633,171.3
323,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4695.88,52992.0,57687.88,12.0,90.0,1,0.0633,171.3
324,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4709.17,52992.0,57701.17,12.0,90.0,1,0.0633,171.3
325,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4724.26,52992.0,57716.26,12.0,90.0,1,0.0633,171.3
326,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4737.55,52992.0,57729.55,12.0,90.0,1,0.0632,171.3
327,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4752.64,52992.0,57744.64,12.0,90.0,1,0.0632,171.3
328,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4764.14,52992.0,57756.14,12.0,90.0,1,0.0632,171.3
329,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4775.63,52992.0,57767.63,12.0,90.0,1,0.0632,171.3
330,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4790.73,52992.0,57782.73,12.0,90.0,1,0.0632,171.3
331,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4800.42,52992.0,57792.42,12.0,90.0,1,0.0632,171.3
332,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4810.11,52992.0,57802.11,12.0,90.0,1,0.0632,171.3
333,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4819.81,52992.0,57811.81,12.0,90.0,1,0.0632,171.3
334,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4833.11,52992.0,57825.11,12.0,90.0,1,0.0632,171.3
335,5b_capital_return_1pct,1,0.0631,0.0631,0.0,0.0,0,0.0,128,4846.41,52992.0,57838.41,12.0,90.0,1,0.0632,171.3
336,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4863.31,52992.0,57855.31,12.0,90.0,1,0.0632,171.3
337,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4876.6,52992.0,57868.6,12.0,90.0,1,0.0632,171.3
338,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4889.91,52992.0,57881.91,12.0,90.0,1,0.0632,171.3
339,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4901.41,52992.0,57893.41,12.0,90.0,1,0.0632,171.3
340,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,4920.11,52992.0,57912.11,12.0,90.0,1,0.0631,171.3
341,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,4935.21,52992.0,57927.21,12.0,90.0,1,0.0631,171.3
342,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,4946.72,52992.0,57938.72,12.0,90.0,1,0.0631,171.3
343,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,4960.02,52992.0,57952.02,12.0,90.0,1,0.0631,171.3
344,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,4971.52,52992.0,57963.52,12.0,90.0,1,0.0631,171.3
345,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,4983.03,52992.0,57975.03,12.0,90.0,1,0.0631,171.3
346,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,4992.73,52992.0,57984.73,12.0,90.0,1,0.0631,171.3
347,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,5000.64,52992.0,57992.64,12.0,90.0,1,0.0631,171.4
348,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,5013.94,52992.0,58005.94,12.0,90.0,1,0.0631,171.4
349,5b_capital_return_1pct,1,0.063,0.063,0.0,0.0,0,0.0,128,5029.05,52992.0,58021.05,12.0,90.0,1,0.0631,171.4
350,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,5044.16,52992.0,58036.16,12.0,90.0,1,0.0631,171.4
351,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,5053.87,52992.0,58045.87,12.0,90.0,1,0.0631,171.4
352,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,5068.98,52992.0,58060.98,12.0,90.0,1,0.0631,171.4
353,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,5084.09,52992.0,58076.09,12.0,90.0,1,0.0631,171.4
354,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,5099.2,52992.0,58091.2,12.0,90.0,1,0.0631,171.3
355,5b_capital_return_1pct,1,0.0629,0.0629,0.0,0.0,0,0.0,128,5114.32,52992.0,58106.32,12.0,90.0,1,0.063,171.3
356,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5131.23,52992.0,58123.23,12.0,90.0,1,0.063,171.3
357,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5142.74,52992.0,58134.74,12.0,90.0,1,0.063,171.3
358,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5152.45,52992.0,58144.45,12.0,90.0,1,0.063,171.3
359,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5165.76,52992.0,58157.76,12.0,90.0,1,0.063,171.3
360,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5173.68,52992.0,58165.68,12.0,90.0,1,0.063,171.4
361,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5186.99,52992.0,58178.99,12.0,90.0,1,0.063,171.4
362,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5196.71,52992.0,58188.71,12.0,90.0,1,0.063,171.4
363,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5210.02,52992.0,58202.02,12.0,90.0,1,0.063,171.4
364,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5225.14,52992.0,58217.14,12.0,90.0,1,0.063,171.4
365,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5236.65,52992.0,58228.65,12.0,90.0,1,0.063,171.4
366,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5248.17,52992.0,58240.17,12.0,90.0,1,0.063,171.4
367,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5265.09,52992.0,58257.09,12.0,90.0,1,0.063,171.4
368,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5276.6,52992.0,58268.6,12.0,90.0,1,0.063,171.4
369,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5289.92,52992.0,58281.92,12.0,90.0,1,0.063,171.4
370,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5305.04,52992.0,58297.04,12.0,90.0,1,0.0629,171.4
371,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5321.96,52992.0,58313.96,12.0,90.0,1,0.0629,171.4
372,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5333.48,52992.0,58325.48,12.0,90.0,1,0.0629,171.4
373,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5343.2,52992.0,58335.2,12.0,90.0,1,0.0629,171.4
374,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5356.53,52992.0,58348.53,12.0,90.0,1,0.0629,171.4
375,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5364.45,52992.0,58356.45,12.0,90.0,1,0.0629,171.4
376,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5375.97,52992.0,58367.97,12.0,90.0,1,0.0629,171.4
377,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5389.29,52992.0,58381.29,12.0,90.0,1,0.0629,171.4
378,5b_capital_return_1pct,1,0.0628,0.0628,0.0,0.0,0,0.0,128,5400.82,52992.0,58392.82,12.0,90.0,1,0.0629,171.4
379,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5417.74,52992.0,58409.74,12.0,90.0,1,0.0629,171.4
380,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5427.46,52992.0,58419.46,12.0,90.0,1,0.0629,171.4
381,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5440.79,52992.0,58432.79,12.0,90.0,1,0.0629,171.4
382,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5459.52,52992.0,58451.52,12.0,90.0,1,0.0629,171.4
383,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5471.04,52992.0,58463.04,12.0,90.0,1,0.0629,171.4
384,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5484.37,52992.0,58476.37,12.0,90.0,1,0.0628,171.4
385,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5497.7,52992.0,58489.7,12.0,90.0,1,0.0628,171.4
386,5b_capital_return_1pct,1,0.0627,0.0627,0.0,0.0,0,0.0,128,5511.03,52992.0,58503.03,12.0,90.0,1,0.0628,171.4
387,5b_capital_return_1pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,5526.16,52992.0,58518.16,12.0,90.0,1,0.0628,171.4
388,5b_capital_return_1pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,5535.89,52992.0,58527.89,12.0,90.0,1,0.0628,171.4
389,5b_capital_return_1pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,5547.42,52992.0,58539.42,12.0,90.0,1,0.0628,171.4
390,5b_capital_return_1pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,5558.95,52992.0,58550.95,12.0,90.0,1,0.0628,171.4
391,5b_capital_return_1pct,1,0.0626,0.0626,0.0,0.0,0,0.0,128,5572.28,52992.0,58564.28,12.0,90.0,1,0.0628,171.4
