tick,scenario,enabled,gini,gini_post_transfer,poverty_rate,poverty_rate_post_transfer,beneficiaries,coverage_ratio,graduated_total,fund_balance,total_transfers,total_surtax_collected,benefit_per_capita,eligibility_threshold,n_acima_180,gini_real,avg_wealth
68,5b_capital_return_1pct,1,0.197,0.2021,0.0,0.0,48,0.24,80,-28511.92,50400.0,21888.08,12.0,90.0,142,0.1975,276.2
69,5b_capital_return_1pct,1,0.2013,0.2058,0.0,0.0,48,0.24,80,-28560.45,50918.4,22357.95,12.0,90.0,141,0.2018,277.2
70,5b_capital_return_1pct,1,0.205,0.209,0.0,0.0,48,0.24,80,-28551.21,51379.2,22827.99,12.0,90.0,141,0.2055,277.9
71,5b_capital_return_1pct,1,0.2082,0.2115,0.0,0.0,48,0.24,80,-28482.98,51782.4,23299.42,12.0,90.0,139,0.2086,278.3
72,5b_capital_return_1pct,1,0.2106,0.2134,0.0,0.0,48,0.24,80,-28359.92,52128.0,23768.08,12.0,90.0,139,0.2111,278.4
73,5b_capital_return_1pct,1,0.2126,0.2148,0.0,0.0,48,0.24,80,-28179.0,52416.0,24237.0,12.0,90.0,137,0.213,278.3
74,5b_capital_return_1pct,1,0.2139,0.2155,0.0,0.0,48,0.24,80,-27944.41,52646.4,24701.99,12.0,90.0,137,0.2144,277.8
75,5b_capital_return_1pct,1,0.2146,0.2157,0.0,0.0,48,0.24,80,-27653.09,52819.2,25166.11,12.0,90.0,137,0.2151,277.1
76,5b_capital_return_1pct,1,0.2148,0.2154,0.0,0.0,48,0.24,80,-27305.6,52934.4,25628.8,12.0,90.0,137,0.2153,276.1
77,5b_capital_return_1pct,1,0.2144,0.2144,0.0,0.0,0,0.0,128,-26900.72,52992.0,26091.28,12.0,90.0,137,0.2149,274.8
78,5b_capital_return_1pct,1,0.2135,0.2135,0.0,0.0,0,0.0,128,-26442.6,52992.0,26549.4,12.0,90.0,136,0.214,273.3
79,5b_capital_return_1pct,1,0.2125,0.2125,0.0,0.0,0,0.0,128,-25989.4,52992.0,27002.6,12.0,90.0,136,0.213,271.7
80,5b_capital_return_1pct,1,0.2116,0.2116,0.0,0.0,0,0.0,128,-25539.3,52992.0,27452.7,12.0,90.0,136,0.2121,270.2
81,5b_capital_return_1pct,1,0.2106,0.2106,0.0,0.0,0,0.0,128,-25092.27,52992.0,27899.73,12.0,90.0,136,0.2111,268.7
82,5b_capital_return_1pct,1,0.2097,0.2097,0.0,0.0,0,0.0,128,-24644.69,52992.0,28347.31,12.0,90.0,136,0.2102,267.2
83,5b_capital_return_1pct,1,0.2087,0.2087,0.0,0.0,0,0.0,128,-24203.75,52992.0,28788.25,12.0,90.0,136,0.2092,265.7
84,5b_capital_return_1pct,1,0.2077,0.2077,0.0,0.0,0,0.0,128,-23765.81,52992.0,29226.19,12.0,90.0,136,0.2082,264.2
85,5b_capital_return_1pct,1,0.2067,0.2067,0.0,0.0,0,0.0,128,-23330.86,52992.0,29661.14,12.0,90.0,136,0.2072,262.7
86,5b_capital_return_1pct,1,0.2057,0.2057,0.0,0.0,0,0.0,128,-22898.88,52992.0,30093.12,12.0,90.0,136,0.2063,261.2
87,5b_capital_return_1pct,1,0.2047,0.2047,0.0,0.0,0,0.0,128,-22469.84,52992.0,30522.16,12.0,90.0,136,0.2053,259.8
88,5b_capital_return_1pct,1,0.2037,0.2037,0.0,0.0,0,0.0,128,-22043.73,52992.0,30948.27,12.0,90.0,136,0.2043,258.3
89,5b_capital_return_1pct,1,0.2027,0.2027,0.0,0.0,0,0.0,128,-21620.52,52992.0,31371.48,12.0,90.0,136,0.2033,256.9
90,5b_capital_return_1pct,1,0.2017,0.2017,0.0,0.0,0,0.0,128,-21200.19,52992.0,31791.81,12.0,90.0,135,0.2023,255.4
91,5b_capital_return_1pct,1,0.2007,0.2007,0.0,0.0,0,0.0,128,-20784.52,52992.0,32207.48,12.0,90.0,135,0.2012,254.0
92,5b_capital_return_1pct,1,0.1997,0.1997,0.0,0.0,0,0.0,128,-20371.67,52992.0,32620.33,12.0,90.0,135,0.2002,252.6
93,5b_capital_return_1pct,1,0.1986,0.1986,0.0,0.0,0,0.0,128,-19959.82,52992.0,33032.18,12.0,90.0,135,0.1992,251.2
94,5b_capital_return_1pct,1,0.1976,0.1976,0.0,0.0,0,0.0,128,-19552.57,52992.0,33439.43,12.0,90.0,135,0.1981,249.9
95,5b_capital_return_1pct,1,0.1965,0.1965,0.0,0.0,0,0.0,128,-19148.07,52992.0,33843.93,12.0,90.0,135,0.1971,248.5
96,5b_capital_return_1pct,1,0.1955,0.1955,0.0,0.0,0,0.0,128,-18746.33,52992.0,34245.67,12.0,90.0,135,0.196,247.1
97,5b_capital_return_1pct,1,0.1944,0.1944,0.0,0.0,0,0.0,128,-18347.31,52992.0,34644.69,12.0,90.0,135,0.195,245.8
98,5b_capital_return_1pct,1,0.1934,0.1934,0.0,0.0,0,0.0,128,-17949.2,52992.0,35042.8,12.0,90.0,135,0.194,244.4
99,5b_capital_return_1pct,1,0.1924,0.1924,0.0,0.0,0,0.0,128,-17553.8,52992.0,35438.2,12.0,90.0,135,0.1929,243.1
100,5b_capital_return_1pct,1,0.1913,0.1913,0.0,0.0,0,0.0,128,-17162.86,52992.0,35829.14,12.0,90.0,135,0.1919,241.8
101,5b_capital_return_1pct,1,0.1902,0.1902,0.0,0.0,0,0.0,128,-16774.59,52992.0,36217.41,12.0,90.0,135,0.1908,240.5
102,5b_capital_return_1pct,1,0.1892,0.1892,0.0,0.0,0,0.0,128,-16388.95,52992.0,36603.05,12.0,90.0,135,0.1897,239.2
103,5b_capital_return_1pct,1,0.1881,0.1881,0.0,0.0,0,0.0,128,-16005.94,52992.0,36986.06,12.0,90.0,135,0.1887,237.8
104,5b_capital_return_1pct,1,0.187,0.187,0.0,0.0,0,0.0,128,-15625.54,52992.0,37366.46,12.0,90.0,135,0.1876,236.5
105,5b_capital_return_1pct,1,0.186,0.186,0.0,0.0,0,0.0,128,-15247.75,52992.0,37744.25,12.0,90.0,135,0.1866,235.3
106,5b_capital_return_1pct,1,0.1849,0.1849,0.0,0.0,0,0.0,128,-14872.55,52992.0,38119.45,12.0,90.0,135,0.1855,234.0
107,5b_capital_return_1pct,1,0.1838,0.1838,0.0,0.0,0,0.0,128,-14499.93,52992.0,38492.07,12.0,90.0,135,0.1845,232.7
108,5b_capital_return_1pct,1,0.1828,0.1828,0.0,0.0,0,0.0,128,-14129.87,52992.0,38862.13,12.0,90.0,134,0.1834,231.4
109,5b_capital_return_1pct,1,0.1817,0.1817,0.0,0.0,0,0.0,128,-13762.35,52992.0,39229.65,12.0,90.0,134,0.1824,230.2
110,5b_capital_return_1pct,1,0.1807,0.1807,0.0,0.0,0,0.0,128,-13399.17,52992.0,39592.83,12.0,90.0,134,0.1813,228.9
111,5b_capital_return_1pct,1,0.1796,0.1796,0.0,0.0,0,0.0,128,-13038.5,52992.0,39953.5,12.0,90.0,134,0.1803,227.7
112,5b_capital_return_1pct,1,0.1785,0.1785,0.0,0.0,0,0.0,128,-12680.32,52992.0,40311.68,12.0,90.0,133,0.1792,226.4
113,5b_capital_return_1pct,1,0.1774,0.1774,0.0,0.0,0,0.0,128,-12326.42,52992.0,40665.58,12.0,90.0,133,0.1781,225.2
114,5b_capital_return_1pct,1,0.1763,0.1763,0.0,0.0,0,0.0,128,-11973.17,52992.0,41018.83,12.0,90.0,131,0.177,224.0
115,5b_capital_return_1pct,1,0.1752,0.1752,0.0,0.0,0,0.0,128,-11627.72,52992.0,41364.28,12.0,90.0,130,0.1759,222.8
116,5b_capital_return_1pct,1,0.1741,0.1741,0.0,0.0,0,0.0,128,-11284.64,52992.0,41707.36,12.0,90.0,129,0.1747,221.6
117,5b_capital_return_1pct,1,0.1729,0.1729,0.0,0.0,0,0.0,128,-10947.5,52992.0,42044.5,12.0,90.0,128,0.1736,220.5
118,5b_capital_return_1pct,1,0.1717,0.1717,0.0,0.0,0,0.0,128,-10614.45,52992.0,42377.55,12.0,90.0,127,0.1723,219.3
119,5b_capital_return_1pct,1,0.1704,0.1704,0.0,0.0,0,0.0,128,-10285.48,52992.0,42706.52,12.0,90.0,126,0.1711,218.2
120,5b_capital_return_1pct,1,0.1692,0.1692,0.0,0.0,0,0.0,128,-9960.54,52992.0,43031.46,12.0,90.0,124,0.1699,217.1
121,5b_capital_return_1pct,1,0.1679,0.1679,0.0,0.0,0,0.0,128,-9641.38,52992.0,43350.62,12.0,90.0,124,0.1686,216.1
122,5b_capital_return_1pct,1,0.1666,0.1666,0.0,0.0,0,0.0,128,-9324.37,52992.0,43667.63,12.0,90.0,124,0.1673,215.0
123,5b_capital_return_1pct,1,0.1653,0.1653,0.0,0.0,0,0.0,128,-9009.51,52992.0,43982.49,12.0,90.0,124,0.166,213.9
124,5b_capital_return_1pct,1,0.164,0.164,0.0,0.0,0,0.0,128,-8696.77,52992.0,44295.23,12.0,90.0,123,0.1647,212.9
125,5b_capital_return_1pct,1,0.1627,0.1627,0.0,0.0,0,0.0,128,-8387.93,52992.0,44604.07,12.0,90.0,123,0.1634,211.8
126,5b_capital_return_1pct,1,0.1614,0.1614,0.0,0.0,0,0.0,128,-8079.36,52992.0,44912.64,12.0,90.0,122,0.1621,210.8
127,5b_capital_return_1pct,1,0.16,0.16,0.0,0.0,0,0.0,128,-7776.48,52992.0,45215.52,12.0,90.0,122,0.1608,209.8
128,5b_capital_return_1pct,1,0.1587,0.1587,0.0,0.0,0,0.0,128,-7475.68,52992.0,45516.32,12.0,90.0,122,0.1595,208.7
129,5b_capital_return_1pct,1,0.1574,0.1574,0.0,0.0,0,0.0,128,-7176.99,52992.0,45815.01,12.0,90.0,122,0.1582,207.7
130,5b_capital_return_1pct,1,0.1562,0.1562,0.0,0.0,0,0.0,128,-6878.62,52992.0,46113.38,12.0,90.0,122,0.157,206.6
131,5b_capital_return_1pct,1,0.1549,0.1549,0.0,0.0,0,0.0,128,-6584.17,52992.0,46407.83,12.0,90.0,122,0.1557,205.5
132,5b_capital_return_1pct,1,0.1536,0.1536,0.0,0.0,0,0.0,128,-6290.02,52992.0,46701.98,12.0,90.0,122,0.1544,204.5
133,5b_capital_return_1pct,1,0.1524,0.1524,0.0,0.0,0,0.0,128,-5999.77,52992.0,46992.23,12.0,90.0,122,0.1532,203.4
134,5b_capital_return_1pct,1,0.1511,0.1511,0.0,0.0,0,0.0,128,-5711.61,52992.0,47280.39,12.0,90.0,122,0.1519,202.4
135,5b_capital_return_1pct,1,0.1498,0.1498,0.0,0.0,0,0.0,128,-5425.55,52992.0,47566.45,12.0,90.0,122,0.1506,201.4
136,5b_capital_return_1pct,1,0.1485,0.1485,0.0,0.0,0,0.0,128,-5141.59,52992.0,47850.41,12.0,90.0,120,0.1493,200.3
137,5b_capital_return_1pct,1,0.1472,0.1472,0.0,0.0,0,0.0,128,-4863.33,52992.0,48128.67,12.0,90.0,116,0.148,199.3
138,5b_capital_return_1pct,1,0.1458,0.1458,0.0,0.0,0,0.0,128,-4594.26,52992.0,48397.74,12.0,90.0,111,0.1466,198.3
139,5b_capital_return_1pct,1,0.1444,0.1444,0.0,0.0,0,0.0,128,-4336.09,52992.0,48655.91,12.0,90.0,106,0.1452,197.4
140,5b_capital_return_1pct,1,0.1429,0.1429,0.0,0.0,0,0.0,128,-4088.69,52992.0,48903.31,12.0,90.0,100,0.1437,196.5
141,5b_capital_return_1pct,1,0.1413,0.1413,0.0,0.0,0,0.0,128,-3853.77,52992.0,49138.23,12.0,90.0,100,0.1421,195.7
142,5b_capital_return_1pct,1,0.1398,0.1398,0.0,0.0,0,0.0,128,-3618.73,52992.0,49373.27,12.0,90.0,99,0.1406,194.9
143,5b_capital_return_1pct,1,0.1382,0.1382,0.0,0.0,0,0.0,128,-3388.97,52992.0,49603.03,12.0,90.0,96,0.139,194.0
144,5b_capital_return_1pct,1,0.1366,0.1366,0.0,0.0,0,0.0,128,-3166.26,52992.0,49825.74,12.0,90.0,95,0.1373,193.2
145,5b_capital_return_1pct,1,0.1349,0.1349,0.0,0.0,0,0.0,128,-2947.04,52992.0,50044.96,12.0,90.0,89,0.1357,192.4
146,5b_capital_return_1pct,1,0.1333,0.1333,0.0,0.0,0,0.0,128,-2738.43,52992.0,50253.57,12.0,90.0,88,0.134,191.6
147,5b_capital_return_1pct,1,0.1316,0.1316,0.0,0.0,0,0.0,128,-2533.14,52992.0,50458.86,12.0,90.0,88,0.1324,190.8
148,5b_capital_return_1pct,1,0.1299,0.1299,0.0,0.0,0,0.0,128,-2331.2,52992.0,50660.8,12.0,90.0,88,0.1306,190.1
149,5b_capital_return_1pct,1,0.1282,0.1282,0.0,0.0,0,0.0,128,-2130.79,52992.0,50861.21,12.0,90.0,88,0.1289,189.3
150,5b_capital_return_1pct,1,0.1264,0.1264,0.0,0.0,0,0.0,128,-1931.91,52992.0,51060.09,12.0,90.0,88,0.1272,188.5
151,5b_capital_return_1pct,1,0.1247,0.1247,0.0,0.0,0,0.0,128,-1734.55,52992.0,51257.45,12.0,90.0,87,0.1255,187.8
152,5b_capital_return_1pct,1,0.123,0.123,0.0,0.0,0,0.0,128,-1540.48,52992.0,51451.52,12.0,90.0,79,0.1238,187.1
153,5b_capital_return_1pct,1,0.1214,0.1214,0.0,0.0,0,0.0,128,-1358.65,52992.0,51633.35,12.0,90.0,75,0.1221,186.4
154,5b_capital_return_1pct,1,0.1197,0.1197,0.0,0.0,0,0.0,128,-1187.12,52992.0,51804.88,12.0,90.0,71,0.1204,185.8
155,5b_capital_return_1pct,1,0.1181,0.1181,0.0,0.0,0,0.0,128,-1024.0,52992.0,51968.0,12.0,90.0,61,0.1188,185.2
156,5b_capital_return_1pct,1,0.1166,0.1166,0.0,0.0,0,0.0,128,-874.6,52992.0,52117.4,12.0,90.0,58,0.1173,184.7
157,5b_capital_return_1pct,1,0.1151,0.1151,0.0,0.0,0,0.0,128,-731.55,52992.0,52260.45,12.0,90.0,58,0.1158,184.2
158,5b_capital_return_1pct,1,0.1136,0.1136,0.0,0.0,0,0.0,128,-589.44,52992.0,52402.56,12.0,90.0,54,0.1143,183.7
159,5b_capital_return_1pct,1,0.1122,0.1122,0.0,0.0,0,0.0,128,-459.06,52992.0,52532.94,12.0,90.0,50,0.1129,183.3
160,5b_capital_return_1pct,1,0.1108,0.1108,0.0,0.0,0,0.0,128,-336.71,52992.0,52655.29,12.0,90.0,50,0.1115,182.9
161,5b_capital_return_1pct,1,0.1094,0.1094,0.0,0.0,0,0.0,128,-215.15,52992.0,52776.85,12.0,90.0,50,0.1101,182.5
162,5b_capital_return_1pct,1,0.108,0.108,0.0,0.0,0,0.0,128,-92.59,52992.0,52899.41,12.0,90.0,50,0.1087,182.1
163,5b_capital_return_1pct,1,0.1066,0.1066,0.0,0.0,0,0.0,128,27.39,52992.0,53019.39,12.0,90.0,50,0.1073,181.7
164,5b_capital_return_1pct,1,0.1052,0.1052,0.0,0.0,0,0.0,128,146.59,52992.0,53138.59,12.0,90.0,50,0.1059,181.4
165,5b_capital_return_1pct,1,0.1039,0.1039,0.0,0.0,0,0.0,128,265.02,52992.0,53257.02,12.0,90.0,49,0.1046,181.0
166,5b_capital_return_1pct,1,0.1025,0.1025,0.0,0.0,0,0.0,128,379.07,52992.0,53371.07,12.0,90.0,49,0.1032,180.6
167,5b_capital_return_1pct,1,0.1012,0.1012,0.0,0.0,0,0.0,128,490.58,52992.0,53482.58,12.0,90.0,49,0.1019,180.3
168,5b_capital_return_1pct,1,0.0999,0.0999,0.0,0.0,0,0.0,128,608.56,52992.0,53600.56,12.0,90.0,49,0.1006,179.9
169,5b_capital_return_1pct,1,0.0985,0.0985,0.0,0.0,0,0.0,128,722.2,52992.0,53714.2,12.0,90.0,48,0.0992,179.6
170,5b_capital_return_1pct,1,0.0972,0.0972,0.0,0.0,0,0.0,128,836.9,52992.0,53828.9,12.0,90.0,47,0.0979,179.2
171,5b_capital_return_1pct,1,0.096,0.096,0.0,0.0,0,0.0,128,943.71,52992.0,53935.71,12.0,90.0,47,0.0966,178.9
172,5b_capital_return_1pct,1,0.0947,0.0947,0.0,0.0,0,0.0,128,1058.82,52992.0,54050.82,12.0,90.0,47,0.0954,178.5
173,5b_capital_return_1pct,1,0.0934,0.0934,0.0,0.0,0,0.0,128,1173.25,52992.0,54165.25,12.0,90.0,47,0.0941,178.1
174,5b_capital_return_1pct,1,0.0921,0.0921,0.0,0.0,0,0.0,128,1279.78,52992.0,54271.78,12.0,90.0,47,0.0928,177.8
175,5b_capital_return_1pct,1,0.0908,0.0908,0.0,0.0,0,0.0,128,1387.44,52992.0,54379.44,12.0,90.0,47,0.0915,177.5
176,5b_capital_return_1pct,1,0.0895,0.0895,0.0,0.0,0,0.0,128,1492.63,52992.0,54484.63,12.0,90.0,47,0.0901,177.1
177,5b_capital_return_1pct,1,0.0881,0.0881,0.0,0.0,0,0.0,128,1595.25,52992.0,54587.25,12.0,90.0,47,0.0887,176.7
178,5b_capital_return_1pct,1,0.0867,0.0867,0.0,0.0,0,0.0,128,1702.52,52992.0,54694.52,12.0,90.0,47,0.0872,176.3
179,5b_capital_return_1pct,1,0.0853,0.0853,0.0,0.0,0,0.0,128,1807.21,52992.0,54799.21,12.0,90.0,47,0.0857,175.9
180,5b_capital_return_1pct,1,0.0838,0.0838,0.0,0.0,0,0.0,128,1907.52,52992.0,54899.52,12.0,90.0,45,0.0842,175.6
181,5b_capital_return_1pct,1,0.0824,0.0824,0.0,0.0,0,0.0,128,2005.25,52992.0,54997.25,12.0,90.0,45,0.0827,175.2
182,5b_capital_return_1pct,1,0.0809,0.0809,0.0,0.0,0,0.0,128,2098.61,52992.0,55090.61,12.0,90.0,45,0.0813,174.8
183,5b_capital_return_1pct,1,0.0794,0.0794,0.0,0.0,0,0.0,128,2194.81,52992.0,55186.81,12.0,90.0,45,0.0798,174.5
184,5b_capital_return_1pct,1,0.0779,0.0779,0.0,0.0,0,0.0,128,2293.84,52992.0,55285.84,12.0,90.0,45,0.0783,174.1
185,5b_capital_return_1pct,1,0.0764,0.0764,0.0,0.0,0,0.0,128,2392.11,52992.0,55384.11,12.0,90.0,45,0.0767,173.7
186,5b_capital_return_1pct,1,0.0749,0.0749,0.0,0.0,0,0.0,128,2486.0,52992.0,55478.0,12.0,90.0,42,0.0752,173.3
187,5b_capital_return_1pct,1,0.0737,0.0737,0.0,0.0,0,0.0,128,2575.52,52992.0,55567.52,12.0,90.0,30,0.074,172.9
188,5b_capital_return_1pct,1,0.0726,0.0726,0.0,0.0,0,0.0,128,2644.7,52992.0,55636.7,12.0,90.0,27,0.0729,172.7
189,5b_capital_return_1pct,1,0.0716,0.0716,0.0,0.0,0,0.0,128,2709.8,52992.0,55701.8,12.0,90.0,26,0.0719,172.4
190,5b_capital_return_1pct,1,0.0707,0.0707,0.0,0.0,0,0.0,128,2769.09,52992.0,55761.09,12.0,90.0,21,0.0709,172.2
191,5b_capital_return_1pct,1,0.0699,0.0699,0.0,0.0,0,0.0,128,2818.98,52992.0,55810.98,12.0,90.0,19,0.0701,172.0
192,5b_capital_return_1pct,1,0.0691,0.0691,0.0,0.0,0,0.0,128,2861.34,52992.0,55853.34,12.0,90.0,17,0.0693,171.9
193,5b_capital_return_1pct,1,0.0684,0.0684,0.0,0.0,0,0.0,128,2903.39,52992.0,55895.39,12.0,90.0,15,0.0686,171.8
194,5b_capital_return_1pct,1,0.0678,0.0678,0.0,0.0,0,0.0,128,2941.57,52992.0,55933.57,12.0,90.0,15,0.068,171.6
195,5b_capital_return_1pct,1,0.0672,0.0672,0.0,0.0,0,0.0,128,2975.89,52992.0,55967.89,12.0,90.0,14,0.0673,171.5
196,5b_capital_return_1pct,1,0.0666,0.0666,0.0,0.0,0,0.0,128,3009.98,52992.0,56001.98,12.0,90.0,11,0.0668,171.4
197,5b_capital_return_1pct,1,0.0662,0.0662,0.0,0.0,0,0.0,128,3038.46,52992.0,56030.46,12.0,90.0,10,0.0664,171.3
198,5b_capital_return_1pct,1,0.0658,0.0658,0.0,0.0,0,0.0,128,3063.18,52992.0,56055.18,12.0,90.0,10,0.066,171.3
199,5b_capital_return_1pct,1,0.0654,0.0654,0.0,0.0,0,0.0,128,3093.15,52992.0,56085.15,12.0,90.0,10,0.0656,171.2
200,5b_capital_return_1pct,1,0.065,0.065,0.0,0.0,0,0.0,128,3124.76,52992.0,56116.76,12.0,90.0,9,0.0652,171.1
201,5b_capital_return_1pct,1,0.0646,0.0646,0.0,0.0,0,0.0,128,3150.81,52992.0,56142.81,12.0,90.0,4,0.0648,171.0
202,5b_capital_return_1pct,1,0.0645,0.0645,0.0,0.0,0,0.0,128,3173.14,52992.0,56165.14,12.0,90.0,4,0.0646,171.0
203,5b_capital_return_1pct,1,0.0643,0.0643,0.0,0.0,0,0.0,128,3195.41,52992.0,56187.41,12.0,90.0,2,0.0645,170.9
204,5b_capital_return_1pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,3210.45,52992.0,56202.45,12.0,90.0,1,0.0644,170.9
205,5b_capital_return_1pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,3221.87,52992.0,56213.87,12.0,90.0,1,0.0643,170.9
206,5b_capital_return_1pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,3233.29,52992.0,56225.29,12.0,90.0,1,0.0643,170.9
207,5b_capital_return_1pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,3248.31,52992.0,56240.31,12.0,90.0,1,0.0643,170.9
208,5b_capital_return_1pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,3257.93,52992.0,56249.93,12.0,90.0,1,0.0643,170.9
209,5b_capital_return_1pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,3267.55,52992.0,56259.55,12.0,90.0,1,0.0643,171.0
210,5b_capital_return_1pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,3277.17,52992.0,56269.17,12.0,90.0,1,0.0643,171.0
211,5b_capital_return_1pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,3288.59,52992.0,56280.59,12.0,90.0,1,0.0643,171.0
212,5b_capital_return_1pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,3298.22,52992.0,56290.22,12.0,90.0,1,0.0643,171.0
213,5b_capital_return_1pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,3307.84,52992.0,56299.84,12.0,90.0,1,0.0643,171.0
214,5b_capital_return_1pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,3319.26,52992.0,56311.26,12.0,90.0,1,0.0643,171.0
215,5b_capital_return_1pct,1,0.0642,0.0642,0.0,0.0,0,0.0,128,3332.49,52992.0,56324.49,12.0,90.0,1,0.0643,171.0
216,5b_capital_return_1pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,3349.32,52992.0,56341.32,12.0,90.0,1,0.0643,171.0
217,5b_capital_return_1pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,3366.14,52992.0,56358.14,12.0,90.0,1,0.0643,171.0
218,5b_capital_return_1pct,1,0.0641,0.0641,0.0,0.0,0,0.0,128,3379.37,52992.0,56371.37,12.0,90.0,1,0.0642,171.0
219,5b_capital_return_1pct,1,0.064,0.064,0.0,0.0,0,0.0,128,3392.6,52992.0,56384.6,12.0,90.0,1,0.0642,171.0
220,5b_capital_return_1pct,1,0.064,0.064,0.0,0.0,0,0.0,128,3407.63,52992.0,56399.63,12.0,90.0,1,0.0642,171.0
221,5b_capital_return_1pct,1,0.064,0.064,0.0,0.0,0,0.0,128,3415.45,52992.0,56407.45,12.0,90.0,1,0.0642,171.0
222,5b_capital_return_1pct,1,0.064,0.064,0.0,0.0,0,0.0,128,3430.48,52992.0,56422.48,12.0,90.0,1,0.0641,171.0
223,5b_capital_return_1pct,1,0.064,0.064,0.0,0.0,0,0.0,128,3441.91,52992.0,56433.91,12.0,90.0,1,0.0641,171.0
224,5b_capital_return_1pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,3453.35,52992.0,56445.35,12.0,90.0,1,0.0641,171.0
225,5b_capital_return_1pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,3464.78,52992.0,56456.78,12.0,90.0,1,0.0641,171.0
226,5b_capital_return_1pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,3474.41,52992.0,56466.41,12.0,90.0,1,0.0641,171.0
227,5b_capital_return_1pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,3487.64,52992.0,56479.64,12.0,90.0,1,0.0641,171.0
228,5b_capital_return_1pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,3497.27,52992.0,56489.27,12.0,90.0,1,0.0641,171.0
229,5b_capital_return_1pct,1,0.064,0.064,0.0,0.0,0,0.0,128,3503.3,52992.0,56495.3,12.0,90.0,1,0.0641,171.1
230,5b_capital_return_1pct,1,0.064,0.064,0.0,0.0,0,0.0,128,3520.14,52992.0,56512.14,12.0,90.0,1,0.0641,171.1
231,5b_capital_return_1pct,1,0.064,0.064,0.0,0.0,0,0.0,128,3533.38,52992.0,56525.38,12.0,90.0,1,0.0641,171.1
232,5b_capital_return_1pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,3546.61,52992.0,56538.61,12.0,90.0,1,0.0641,171.1
233,5b_capital_return_1pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,3565.25,52992.0,56557.25,12.0,90.0,1,0.0641,171.0
234,5b_capital_return_1pct,1,0.0639,0.0639,0.0,0.0,0,0.0,128,3573.08,52992.0,56565.08,12.0,90.0,1,0.0641,171.1
235,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3591.73,52992.0,56583.73,12.0,90.0,1,0.064,171.0
236,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3601.36,52992.0,56593.36,12.0,90.0,1,0.064,171.1
237,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3616.4,52992.0,56608.4,12.0,90.0,1,0.064,171.0
238,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3629.64,52992.0,56621.64,12.0,90.0,1,0.0639,171.0
239,5b_capital_return_1pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,3642.88,52992.0,56634.88,12.0,90.0,1,0.0639,171.0
240,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3648.91,52992.0,56640.91,12.0,90.0,1,0.0639,171.1
241,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3662.15,52992.0,56654.15,12.0,90.0,1,0.0639,171.1
242,5b_capital_return_1pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,3675.39,52992.0,56667.39,12.0,90.0,1,0.0639,171.1
243,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3681.43,52992.0,56673.43,12.0,90.0,1,0.0639,171.1
244,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3691.07,52992.0,56683.07,12.0,90.0,1,0.064,171.1
245,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3704.32,52992.0,56696.32,12.0,90.0,1,0.064,171.1
246,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3717.56,52992.0,56709.56,12.0,90.0,1,0.064,171.1
247,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3734.4,52992.0,56726.4,12.0,90.0,1,0.0639,171.1
248,5b_capital_return_1pct,1,0.0638,0.0638,0.0,0.0,0,0.0,128,3747.65,52992.0,56739.65,12.0,90.0,1,0.0639,171.1
249,5b_capital_return_1pct,1,0.0637,0.0637,0.0,0.0,0,0.0,128,3762.69,52992.0,56754.69,12.0,90.0,1,0.0639,171.1
