tick,scenario,enabled,gini,gini_post_transfer,poverty_rate,poverty_rate_post_transfer,beneficiaries,coverage_ratio,graduated_total,fund_balance,total_transfers,total_surtax_collected,benefit_per_capita,eligibility_threshold
49,3b_corte_gradual,1,0.0833,0.0948,0.0,0.0,48,0.24,80,-13669.0,35049.6,21380.6,12.0,90.0
50,3b_corte_gradual,1,0.0833,0.0948,0.0,0.0,48,0.24,80,-13641.18,35510.4,21869.22,12.0,90.0
51,3b_corte_gradual,1,0.0831,0.0946,0.0,0.0,48,0.24,80,-13634.6,35965.44,22330.84,12.0,90.0
52,3b_corte_gradual,1,0.0828,0.0944,0.0,0.0,48,0.24,80,-13613.53,36414.72,22801.19,12.0,90.0
53,3b_corte_gradual,1,0.0825,0.094,0.0,0.0,48,0.24,80,-13587.24,36858.24,23271.0,12.0,90.0
54,3b_corte_gradual,1,0.082,0.0935,0.0,0.0,48,0.24,80,-13537.99,37296.0,23758.01,12.0,90.0
55,3b_corte_gradual,1,0.0814,0.093,0.0,0.0,48,0.24,80,-13502.05,37728.0,24225.95,12.0,90.0
56,3b_corte_gradual,1,0.0807,0.0923,0.0,0.0,48,0.24,80,-13461.63,38154.24,24692.61,12.0,90.0
57,3b_corte_gradual,1,0.0799,0.0916,0.0,0.0,48,0.24,80,-13425.97,38574.72,25148.75,12.0,90.0
58,3b_corte_gradual,1,0.0791,0.0907,0.0,0.0,48,0.24,80,-13377.27,38989.44,25612.17,12.0,90.0
59,3b_corte_gradual,1,0.0781,0.0781,0.0,0.0,0,0.0,128,-13324.74,39398.4,26073.66,12.0,90.0
60,3b_corte_gradual,1,0.0689,0.0689,0.0,0.0,0,0.0,128,-12865.36,39398.4,26533.04,12.0,90.0
61,3b_corte_gradual,1,0.0681,0.0681,0.0,0.0,0,0.0,128,-12792.92,39398.4,26605.48,12.0,90.0
62,3b_corte_gradual,1,0.0681,0.0681,0.0,0.0,0,0.0,128,-12792.92,39398.4,26605.48,12.0,90.0
63,3b_corte_gradual,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12765.92,39398.4,26632.48,12.0,90.0
64,3b_corte_gradual,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12765.92,39398.4,26632.48,12.0,90.0
65,3b_corte_gradual,1,0.0678,0.0678,0.0,0.0,0,0.0,128,-12756.92,39398.4,26641.48,12.0,90.0
66,3b_corte_gradual,1,0.0677,0.0677,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
67,3b_corte_gradual,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
68,3b_corte_gradual,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
69,3b_corte_gradual,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
70,3b_corte_gradual,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
71,3b_corte_gradual,1,0.0675,0.0675,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
72,3b_corte_gradual,1,0.0675,0.0675,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
73,3b_corte_gradual,1,0.0675,0.0675,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
74,3b_corte_gradual,1,0.0675,0.0675,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
75,3b_corte_gradual,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
76,3b_corte_gradual,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12747.91,39398.4,26650.49,12.0,90.0
77,3b_corte_gradual,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12738.91,39398.4,26659.49,12.0,90.0
78,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12738.91,39398.4,26659.49,12.0,90.0
79,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12738.91,39398.4,26659.49,12.0,90.0
80,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12738.91,39398.4,26659.49,12.0,90.0
81,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12738.91,39398.4,26659.49,12.0,90.0
82,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12738.91,39398.4,26659.49,12.0,90.0
83,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12738.91,39398.4,26659.49,12.0,90.0
84,3b_corte_gradual,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12729.91,39398.4,26668.49,12.0,90.0
85,3b_corte_gradual,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
86,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
87,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
88,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
89,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
90,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
91,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
92,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
93,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
94,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
95,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
96,3b_corte_gradual,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12720.9,39398.4,26677.5,12.0,90.0
97,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12711.9,39398.4,26686.5,12.0,90.0
98,3b_corte_gradual,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12711.9,39398.4,26686.5,12.0,90.0
99,3b_corte_gradual,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12711.9,39398.4,26686.5,12.0,90.0
100,3b_corte_gradual,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12711.9,39398.4,26686.5,12.0,90.0
101,3b_corte_gradual,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12711.9,39398.4,26686.5,12.0,90.0
102,3b_corte_gradual,1,0.0672,0.0672,0.0,0.0,0,0.0,128,-12711.9,39398.4,26686.5,12.0,90.0
103,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12711.9,39398.4,26686.5,12.0,90.0
104,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12711.9,39398.4,26686.5,12.0,90.0
105,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12711.9,39398.4,26686.5,12.0,90.0
106,3b_corte_gradual,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12711.9,39398.4,26686.5,12.0,90.0
107,3b_corte_gradual,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12702.9,39398.4,26695.5,12.0,90.0
108,3b_corte_gradual,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12693.9,39398.4,26704.5,12.0,90.0
109,3b_corte_gradual,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12684.89,39398.4,26713.51,12.0,90.0
110,3b_corte_gradual,1,0.0675,0.0675,0.0,0.0,0,0.0,128,-12684.89,39398.4,26713.51,12.0,90.0
111,3b_corte_gradual,1,0.0675,0.0675,0.0,0.0,0,0.0,128,-12684.89,39398.4,26713.51,12.0,90.0
112,3b_corte_gradual,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12684.89,39398.4,26713.51,12.0,90.0
113,3b_corte_gradual,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12675.89,39398.4,26722.51,12.0,90.0
114,3b_corte_gradual,1,0.0677,0.0677,0.0,0.0,0,0.0,128,-12675.89,39398.4,26722.51,12.0,90.0
115,3b_corte_gradual,1,0.0677,0.0677,0.0,0.0,0,0.0,128,-12675.89,39398.4,26722.51,12.0,90.0
116,3b_corte_gradual,1,0.0678,0.0678,0.0,0.0,0,0.0,128,-12657.88,39398.4,26740.52,12.0,90.0
117,3b_corte_gradual,1,0.0678,0.0678,0.0,0.0,0,0.0,128,-12657.88,39398.4,26740.52,12.0,90.0
118,3b_corte_gradual,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12657.88,39398.4,26740.52,12.0,90.0
119,3b_corte_gradual,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12657.88,39398.4,26740.52,12.0,90.0
120,3b_corte_gradual,1,0.0679,0.0679,0.0,0.0,0,0.0,128,-12639.88,39398.4,26758.52,12.0,90.0
121,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12621.88,39398.4,26776.52,12.0,90.0
122,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12603.87,39398.4,26794.53,12.0,90.0
123,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12576.86,39398.4,26821.54,12.0,90.0
124,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12558.85,39398.4,26839.55,12.0,90.0
125,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12549.85,39398.4,26848.55,12.0,90.0
126,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12540.84,39398.4,26857.56,12.0,90.0
127,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12522.84,39398.4,26875.56,12.0,90.0
128,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12522.84,39398.4,26875.56,12.0,90.0
129,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12522.84,39398.4,26875.56,12.0,90.0
130,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12504.83,39398.4,26893.57,12.0,90.0
131,3b_corte_gradual,1,0.068,0.068,0.0,0.0,0,0.0,128,-12495.83,39398.4,26902.57,12.0,90.0
132,3b_corte_gradual,1,0.0678,0.0678,0.0,0.0,0,0.0,128,-12441.82,39398.4,26956.58,12.0,90.0
133,3b_corte_gradual,1,0.0677,0.0677,0.0,0.0,0,0.0,128,-12423.82,39398.4,26974.58,12.0,90.0
134,3b_corte_gradual,1,0.0677,0.0677,0.0,0.0,0,0.0,128,-12423.82,39398.4,26974.58,12.0,90.0
135,3b_corte_gradual,1,0.0676,0.0676,0.0,0.0,0,0.0,128,-12405.81,39398.4,26992.59,12.0,90.0
136,3b_corte_gradual,1,0.0675,0.0675,0.0,0.0,0,0.0,128,-12387.8,39398.4,27010.6,12.0,90.0
137,3b_corte_gradual,1,0.0674,0.0674,0.0,0.0,0,0.0,128,-12369.79,39398.4,27028.61,12.0,90.0
138,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12360.79,39398.4,27037.61,12.0,90.0
139,3b_corte_gradual,1,0.0673,0.0673,0.0,0.0,0,0.0,128,-12360.79,39398.4,27037.61,12.0,90.0
140,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12333.78,39398.4,27064.62,12.0,90.0
141,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12333.78,39398.4,27064.62,12.0,90.0
142,3b_corte_gradual,1,0.0671,0.0671,0.0,0.0,0,0.0,128,-12333.78,39398.4,27064.62,12.0,90.0
143,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12324.78,39398.4,27073.62,12.0,90.0
144,3b_corte_gradual,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-12288.77,39398.4,27109.63,12.0,90.0
145,3b_corte_gradual,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-12288.77,39398.4,27109.63,12.0,90.0
146,3b_corte_gradual,1,0.0666,0.0666,0.0,0.0,0,0.0,128,-12279.76,39398.4,27118.64,12.0,90.0
147,3b_corte_gradual,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
148,3b_corte_gradual,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
149,3b_corte_gradual,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
150,3b_corte_gradual,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
151,3b_corte_gradual,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
152,3b_corte_gradual,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
153,3b_corte_gradual,1,0.0663,0.0663,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
154,3b_corte_gradual,1,0.0663,0.0663,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
155,3b_corte_gradual,1,0.0663,0.0663,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
156,3b_corte_gradual,1,0.0663,0.0663,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
157,3b_corte_gradual,1,0.0662,0.0662,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
158,3b_corte_gradual,1,0.0662,0.0662,0.0,0.0,0,0.0,128,-12270.76,39398.4,27127.64,12.0,90.0
159,3b_corte_gradual,1,0.0662,0.0662,0.0,0.0,0,0.0,128,-12261.75,39398.4,27136.65,12.0,90.0
160,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-12261.75,39398.4,27136.65,12.0,90.0
161,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-12261.75,39398.4,27136.65,12.0,90.0
162,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-12261.75,39398.4,27136.65,12.0,90.0
163,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-12261.75,39398.4,27136.65,12.0,90.0
164,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-12252.75,39398.4,27145.65,12.0,90.0
165,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
166,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
167,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
168,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
169,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
170,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
171,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
172,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
173,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
174,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
175,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
176,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12243.75,39398.4,27154.65,12.0,90.0
177,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12234.75,39398.4,27163.65,12.0,90.0
178,3b_corte_gradual,1,0.066,0.066,0.0,0.0,0,0.0,128,-12234.75,39398.4,27163.65,12.0,90.0
179,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-12234.75,39398.4,27163.65,12.0,90.0
180,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-12234.75,39398.4,27163.65,12.0,90.0
181,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-12234.75,39398.4,27163.65,12.0,90.0
182,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-12234.75,39398.4,27163.65,12.0,90.0
183,3b_corte_gradual,1,0.0662,0.0662,0.0,0.0,0,0.0,128,-12234.75,39398.4,27163.65,12.0,90.0
184,3b_corte_gradual,1,0.0662,0.0662,0.0,0.0,0,0.0,128,-12234.75,39398.4,27163.65,12.0,90.0
185,3b_corte_gradual,1,0.0663,0.0663,0.0,0.0,0,0.0,128,-12234.75,39398.4,27163.65,12.0,90.0
186,3b_corte_gradual,1,0.0663,0.0663,0.0,0.0,0,0.0,128,-12225.75,39398.4,27172.65,12.0,90.0
187,3b_corte_gradual,1,0.0663,0.0663,0.0,0.0,0,0.0,128,-12207.74,39398.4,27190.66,12.0,90.0
188,3b_corte_gradual,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12207.74,39398.4,27190.66,12.0,90.0
189,3b_corte_gradual,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-12207.74,39398.4,27190.66,12.0,90.0
190,3b_corte_gradual,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12207.74,39398.4,27190.66,12.0,90.0
191,3b_corte_gradual,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-12198.74,39398.4,27199.66,12.0,90.0
192,3b_corte_gradual,1,0.0666,0.0666,0.0,0.0,0,0.0,128,-12198.74,39398.4,27199.66,12.0,90.0
193,3b_corte_gradual,1,0.0666,0.0666,0.0,0.0,0,0.0,128,-12198.74,39398.4,27199.66,12.0,90.0
194,3b_corte_gradual,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-12189.73,39398.4,27208.67,12.0,90.0
195,3b_corte_gradual,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-12189.73,39398.4,27208.67,12.0,90.0
196,3b_corte_gradual,1,0.0668,0.0668,0.0,0.0,0,0.0,128,-12180.73,39398.4,27217.67,12.0,90.0
197,3b_corte_gradual,1,0.0668,0.0668,0.0,0.0,0,0.0,128,-12171.73,39398.4,27226.67,12.0,90.0
198,3b_corte_gradual,1,0.0669,0.0669,0.0,0.0,0,0.0,128,-12171.73,39398.4,27226.67,12.0,90.0
199,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12153.72,39398.4,27244.68,12.0,90.0
200,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12135.72,39398.4,27262.68,12.0,90.0
201,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12108.71,39398.4,27289.69,12.0,90.0
202,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12099.71,39398.4,27298.69,12.0,90.0
203,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12063.69,39398.4,27334.71,12.0,90.0
204,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12054.69,39398.4,27343.71,12.0,90.0
205,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12027.68,39398.4,27370.72,12.0,90.0
206,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12027.68,39398.4,27370.72,12.0,90.0
207,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12018.68,39398.4,27379.72,12.0,90.0
208,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-12000.67,39398.4,27397.73,12.0,90.0
209,3b_corte_gradual,1,0.067,0.067,0.0,0.0,0,0.0,128,-11991.67,39398.4,27406.73,12.0,90.0
210,3b_corte_gradual,1,0.0669,0.0669,0.0,0.0,0,0.0,128,-11982.66,39398.4,27415.74,12.0,90.0
211,3b_corte_gradual,1,0.0669,0.0669,0.0,0.0,0,0.0,128,-11964.65,39398.4,27433.75,12.0,90.0
212,3b_corte_gradual,1,0.0668,0.0668,0.0,0.0,0,0.0,128,-11937.64,39398.4,27460.76,12.0,90.0
213,3b_corte_gradual,1,0.0667,0.0667,0.0,0.0,0,0.0,128,-11928.64,39398.4,27469.76,12.0,90.0
214,3b_corte_gradual,1,0.0666,0.0666,0.0,0.0,0,0.0,128,-11901.63,39398.4,27496.77,12.0,90.0
215,3b_corte_gradual,1,0.0665,0.0665,0.0,0.0,0,0.0,128,-11892.62,39398.4,27505.78,12.0,90.0
216,3b_corte_gradual,1,0.0664,0.0664,0.0,0.0,0,0.0,128,-11874.62,39398.4,27523.78,12.0,90.0
217,3b_corte_gradual,1,0.0663,0.0663,0.0,0.0,0,0.0,128,-11865.61,39398.4,27532.79,12.0,90.0
218,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-11838.6,39398.4,27559.8,12.0,90.0
219,3b_corte_gradual,1,0.0661,0.0661,0.0,0.0,0,0.0,128,-11829.6,39398.4,27568.8,12.0,90.0
220,3b_corte_gradual,1,0.0659,0.0659,0.0,0.0,0,0.0,128,-11811.59,39398.4,27586.81,12.0,90.0
221,3b_corte_gradual,1,0.0658,0.0658,0.0,0.0,0,0.0,128,-11802.59,39398.4,27595.81,12.0,90.0
222,3b_corte_gradual,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-11793.58,39398.4,27604.82,12.0,90.0
223,3b_corte_gradual,1,0.0657,0.0657,0.0,0.0,0,0.0,128,-11793.58,39398.4,27604.82,12.0,90.0
224,3b_corte_gradual,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
225,3b_corte_gradual,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
226,3b_corte_gradual,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
227,3b_corte_gradual,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
228,3b_corte_gradual,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
229,3b_corte_gradual,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
230,3b_corte_gradual,1,0.0654,0.0654,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
231,3b_corte_gradual,1,0.0654,0.0654,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
232,3b_corte_gradual,1,0.0654,0.0654,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
233,3b_corte_gradual,1,0.0654,0.0654,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
234,3b_corte_gradual,1,0.0654,0.0654,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
235,3b_corte_gradual,1,0.0654,0.0654,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
236,3b_corte_gradual,1,0.0653,0.0653,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
237,3b_corte_gradual,1,0.0653,0.0653,0.0,0.0,0,0.0,128,-11784.58,39398.4,27613.82,12.0,90.0
238,3b_corte_gradual,1,0.0653,0.0653,0.0,0.0,0,0.0,128,-11775.57,39398.4,27622.83,12.0,90.0
239,3b_corte_gradual,1,0.0653,0.0653,0.0,0.0,0,0.0,128,-11775.57,39398.4,27622.83,12.0,90.0
240,3b_corte_gradual,1,0.0653,0.0653,0.0,0.0,0,0.0,128,-11775.57,39398.4,27622.83,12.0,90.0
241,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11766.57,39398.4,27631.83,12.0,90.0
242,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11757.56,39398.4,27640.84,12.0,90.0
243,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11757.56,39398.4,27640.84,12.0,90.0
244,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11757.56,39398.4,27640.84,12.0,90.0
245,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11757.56,39398.4,27640.84,12.0,90.0
246,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11757.56,39398.4,27640.84,12.0,90.0
247,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11757.56,39398.4,27640.84,12.0,90.0
248,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11757.56,39398.4,27640.84,12.0,90.0
249,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11757.56,39398.4,27640.84,12.0,90.0
250,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11757.56,39398.4,27640.84,12.0,90.0
251,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11748.56,39398.4,27649.84,12.0,90.0
252,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11739.56,39398.4,27658.84,12.0,90.0
253,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11739.56,39398.4,27658.84,12.0,90.0
254,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11739.56,39398.4,27658.84,12.0,90.0
255,3b_corte_gradual,1,0.0652,0.0652,0.0,0.0,0,0.0,128,-11739.56,39398.4,27658.84,12.0,90.0
256,3b_corte_gradual,1,0.0653,0.0653,0.0,0.0,0,0.0,128,-11739.56,39398.4,27658.84,12.0,90.0
257,3b_corte_gradual,1,0.0653,0.0653,0.0,0.0,0,0.0,128,-11739.56,39398.4,27658.84,12.0,90.0
258,3b_corte_gradual,1,0.0653,0.0653,0.0,0.0,0,0.0,128,-11739.56,39398.4,27658.84,12.0,90.0
259,3b_corte_gradual,1,0.0654,0.0654,0.0,0.0,0,0.0,128,-11739.56,39398.4,27658.84,12.0,90.0
260,3b_corte_gradual,1,0.0654,0.0654,0.0,0.0,0,0.0,128,-11730.55,39398.4,27667.85,12.0,90.0
261,3b_corte_gradual,1,0.0654,0.0654,0.0,0.0,0,0.0,128,-11730.55,39398.4,27667.85,12.0,90.0
262,3b_corte_gradual,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-11712.54,39398.4,27685.86,12.0,90.0
263,3b_corte_gradual,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-11712.54,39398.4,27685.86,12.0,90.0
264,3b_corte_gradual,1,0.0655,0.0655,0.0,0.0,0,0.0,128,-11712.54,39398.4,27685.86,12.0,90.0
265,3b_corte_gradual,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-11712.54,39398.4,27685.86,12.0,90.0
266,3b_corte_gradual,1,0.0656,0.0656,0.0,0.0,0,0.0,128,-11703.54,39398.4,27694.86,12.0,90.0
